"AverageBV" "Cohorts" "TimeP" "Traits" "Cohort_Rept" "Cohort_Rept_ID" "Cohort_Rept_Com"
105.738263043854 "BC-SelectedBulls_13" 15 "RZE (exterior)" "BC-SelectedBulls_13" 13 "BC-SelectedBulls"
107.276029580602 "BC-SelectedBulls_14" 20 "RZE (exterior)" "BC-SelectedBulls_14" 14 "BC-SelectedBulls"
107.721866683582 "BC-SelectedBulls_15" 25 "RZE (exterior)" "BC-SelectedBulls_15" 15 "BC-SelectedBulls"
109.780208969098 "BC-SelectedBulls_16" 3 "RZE (exterior)" "BC-SelectedBulls_16" 16 "BC-SelectedBulls"
108.372229645731 "BC-SelectedBulls_17" 8 "RZE (exterior)" "BC-SelectedBulls_17" 17 "BC-SelectedBulls"
109.792786878535 "BC-SelectedBulls_18" 13 "RZE (exterior)" "BC-SelectedBulls_18" 18 "BC-SelectedBulls"
110.617778609059 "BC-SelectedBulls_19" 18 "RZE (exterior)" "BC-SelectedBulls_19" 19 "BC-SelectedBulls"
111.005660567733 "BC-SelectedBulls_20" 23 "RZE (exterior)" "BC-SelectedBulls_20" 20 "BC-SelectedBulls"
111.45473857375 "BC-SelectedBulls_21" 1 "RZE (exterior)" "BC-SelectedBulls_21" 21 "BC-SelectedBulls"
112.652165374902 "BC-SelectedBulls_22" 6 "RZE (exterior)" "BC-SelectedBulls_22" 22 "BC-SelectedBulls"
115.174789990797 "BC-SelectedBulls_23" 11 "RZE (exterior)" "BC-SelectedBulls_23" 23 "BC-SelectedBulls"
117.944992376949 "BC-SelectedBulls_24" 16 "RZE (exterior)" "BC-SelectedBulls_24" 24 "BC-SelectedBulls"
117.967933763829 "BC-SelectedBulls_25" 21 "RZE (exterior)" "BC-SelectedBulls_25" 25 "BC-SelectedBulls"
91.1707233994807 "calf" 0 "RZE (exterior)" "calf" 0 "calf"
92.1498336389516 "calf-h" 9 "RZE (exterior)" "calf-h" 0 "calf-h"
98.6721974551772 "calf-h_1" 14 "RZE (exterior)" "calf-h_1" 1 "calf-h"
90.0796251702601 "calf-h_2" 19 "RZE (exterior)" "calf-h_2" 2 "calf-h"
98.6934634059682 "calf-h_3" 24 "RZE (exterior)" "calf-h_3" 3 "calf-h"
101.279860076713 "calf-h_4" 2 "RZE (exterior)" "calf-h_4" 4 "calf-h"
99.3678358842624 "calf-h_5" 7 "RZE (exterior)" "calf-h_5" 5 "calf-h"
99.7682409364356 "calf-h_6" 12 "RZE (exterior)" "calf-h_6" 6 "calf-h"
101.148866882066 "calf-h_7" 17 "RZE (exterior)" "calf-h_7" 7 "calf-h"
100.389007097467 "calf-h_7" 18 "RZE (exterior)" "calf-h_7" 7 "calf-h"
110.045186930026 "calf-h_8" 22 "RZE (exterior)" "calf-h_8" 8 "calf-h"
96.9027293338941 "calf-h_9" 0 "RZE (exterior)" "calf-h_9" 9 "calf-h"
106.440995093695 "calf-h_10" 5 "RZE (exterior)" "calf-h_10" 10 "calf-h"
109.415923849029 "calf-h_11" 10 "RZE (exterior)" "calf-h_11" 11 "calf-h"
105.559888993734 "calf-h_12" 15 "RZE (exterior)" "calf-h_12" 12 "calf-h"
106.285702216566 "calf-h_13" 20 "RZE (exterior)" "calf-h_13" 13 "calf-h"
102.310659878845 "calf-h_14" 25 "RZE (exterior)" "calf-h_14" 14 "calf-h"
105.170087729093 "calf-h_14" 26 "RZE (exterior)" "calf-h_14" 14 "calf-h"
109.044278649411 "calf-h_15" 3 "RZE (exterior)" "calf-h_15" 15 "calf-h"
105.437821158327 "calf-h_15" 4 "RZE (exterior)" "calf-h_15" 15 "calf-h"
115.573957418759 "calf-h_16" 8 "RZE (exterior)" "calf-h_16" 16 "calf-h"
104.427769020387 "calf-h_16" 9 "RZE (exterior)" "calf-h_16" 16 "calf-h"
107.301577214862 "calf-h_17" 13 "RZE (exterior)" "calf-h_17" 17 "calf-h"
107.18672209381 "calf-h_17" 14 "RZE (exterior)" "calf-h_17" 17 "calf-h"
104.715605224213 "calf-h_18" 18 "RZE (exterior)" "calf-h_18" 18 "calf-h"
111.575376538331 "calf-h_18" 19 "RZE (exterior)" "calf-h_18" 18 "calf-h"
108.753012514019 "calf-h_19" 23 "RZE (exterior)" "calf-h_19" 19 "calf-h"
109.629714674095 "calf-h_19" 24 "RZE (exterior)" "calf-h_19" 19 "calf-h"
108.886626385714 "calf-h_20" 2 "RZE (exterior)" "calf-h_20" 20 "calf-h"
112.677948873464 "calf-h_21" 7 "RZE (exterior)" "calf-h_21" 21 "calf-h"
111.74777144262 "calf-h_22" 12 "RZE (exterior)" "calf-h_22" 22 "calf-h"
116.144889712845 "calf-h_23" 17 "RZE (exterior)" "calf-h_23" 23 "calf-h"
