"AverageBV" "Cohorts" "TimeP" "Traits" "Cohort_Rept" "Cohort_Rept_ID" "Cohort_Rept_Com"
71.9140795921301 "calf-L1" 9 "RZM (Milk)" "calf-L1" 0 "calf-L1"
79.4931592681634 "calf-L1_1" 14 "RZM (Milk)" "calf-L1_1" 1 "calf-L1"
91.0601920750079 "calf-L1_2" 19 "RZM (Milk)" "calf-L1_2" 2 "calf-L1"
86.7694333363763 "calf-L1_3" 24 "RZM (Milk)" "calf-L1_3" 3 "calf-L1"
91.5907658906276 "calf-L1_4" 2 "RZM (Milk)" "calf-L1_4" 4 "calf-L1"
103.822978876446 "calf-L1_5" 7 "RZM (Milk)" "calf-L1_5" 5 "calf-L1"
95.8676191393193 "calf-L1_6" 12 "RZM (Milk)" "calf-L1_6" 6 "calf-L1"
114.621262017958 "calf-L1_7" 17 "RZM (Milk)" "calf-L1_7" 7 "calf-L1"
114.686365810119 "calf-L1_8" 22 "RZM (Milk)" "calf-L1_8" 8 "calf-L1"
119.004043580565 "calf-L1_9" 0 "RZM (Milk)" "calf-L1_9" 9 "calf-L1"
121.062432603329 "calf-L1_10" 5 "RZM (Milk)" "calf-L1_10" 10 "calf-L1"
127.836764901501 "calf-L1_11" 10 "RZM (Milk)" "calf-L1_11" 11 "calf-L1"
131.276830624459 "calf-L1_12" 15 "RZM (Milk)" "calf-L1_12" 12 "calf-L1"
133.233522485468 "calf-L1_13" 20 "RZM (Milk)" "calf-L1_13" 13 "calf-L1"
141.460249491993 "calf-L1_14" 25 "RZM (Milk)" "calf-L1_14" 14 "calf-L1"
139.702455145171 "calf-L1_15" 3 "RZM (Milk)" "calf-L1_15" 15 "calf-L1"
146.834402977732 "calf-L1_16" 8 "RZM (Milk)" "calf-L1_16" 16 "calf-L1"
156.584875093519 "calf-L1_17" 13 "RZM (Milk)" "calf-L1_17" 17 "calf-L1"
157.880220248493 "calf-L1_18" 18 "RZM (Milk)" "calf-L1_18" 18 "calf-L1"
162.915337742449 "calf-L1_19" 23 "RZM (Milk)" "calf-L1_19" 19 "calf-L1"
166.733752437321 "calf-L1_20" 2 "RZM (Milk)" "calf-L1_20" 20 "calf-L1"
172.420166897196 "calf-L1_21" 7 "RZM (Milk)" "calf-L1_21" 21 "calf-L1"
179.689354670712 "calf-L1_22" 12 "RZM (Milk)" "calf-L1_22" 22 "calf-L1"
181.706062483782 "calf-L1_23" 16 "RZM (Milk)" "calf-L1_23" 23 "calf-L1"
178.740795953468 "calf-L1_23" 17 "RZM (Milk)" "calf-L1_23" 23 "calf-L1"
184.931708584432 "calf-L1_24" 21 "RZM (Milk)" "calf-L1_24" 24 "calf-L1"
181.649762412787 "calf-L1_25" 26 "RZM (Milk)" "calf-L1_25" 25 "calf-L1"
69.7540656526019 "calf-L2" 9 "RZM (Milk)" "calf-L2" 0 "calf-L2"
79.4907557684737 "calf-L2_1" 14 "RZM (Milk)" "calf-L2_1" 1 "calf-L2"
90.8350390531393 "calf-L2_2" 19 "RZM (Milk)" "calf-L2_2" 2 "calf-L2"
83.949670505115 "calf-L2_3" 24 "RZM (Milk)" "calf-L2_3" 3 "calf-L2"
89.4475372834608 "calf-L2_4" 2 "RZM (Milk)" "calf-L2_4" 4 "calf-L2"
